job_id,job_key,company_name,url,title,location,description,qualifications,working_condition,ai_summary,title_ja,description_ja,qualifications_ja,working_condition_ja,job_category,language_tags,ai_related,work_style,employment_type,experience_level_hint,global_related,tech_keywords,job_score,job_reason
5677616004,paypay__5677616004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5677616004,営業企画（戦略立案/企画推進担当）,Hybrid,,,,営業企画のポジションで、戦略立案や企画推進を担当します。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件は詳細未記載ですが、企画力や戦略的思考が求められる役割です。,営業企画,戦略立案や企画推進を担当するポジションです。市場分析や顧客ニーズの把握を通じて、営業戦略の策定に貢献します。,営業やマーケティングの経験がある方。戦略的思考ができる方。コミュニケーション能力が高い方。,フルタイム勤務。勤務地は東京。,Other,,No,Hybrid,FullTime,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5681496004,paypay__5681496004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5681496004,CS業務企画（業務変革推進担当）,Hybrid,,,,CS業務企画（業務変革推進担当）のポジションで、勤務地はハイブリッドです。業務改善や変革を推進する役割を担い、応募要件や勤務条件は詳細未記載ですが、関連する経験が求められる可能性があります。興味のある方は、具体的な業務内容や応募条件を確認することをお勧めします。,CS業務企画（業務変革推進担当）,,,,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5683465004,paypay__5683465004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5683465004,CSシステム企画（業務変革推進担当/ボイス・テキスト担当）,Hybrid,,,,CSシステム企画の業務変革推進担当として、ボイス・テキスト関連の業務を担当します。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。興味のある方は、具体的な条件を確認の上で応募を検討してください。,CSシステム企画,業務変革を推進するためのシステム企画を担当し、ボイスおよびテキスト関連の業務を行います。,関連する業務経験や知識を持ち、システム企画に関する理解がある方。,勤務条件は面談時にお知らせします。,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5683668004,paypay__5683668004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5683668004,Backend Engineer,Hybrid,PayPay is looking for a Backend Engineer to work on our payment system to deliver the best payment experience for our customers.,"4+ years of experience in using Java under professional environment, or if you are non-Java user, excellent skills in generalized programming languages, such as Scala, Python, and Go. Interest and ability to learn other coding languages as needed. Experience with NoSQL databases and distributed cache. Strong fundamentals in data structures, algorithms and object-oriented programming. In-depth understanding of concurrency and distributed computing. Degree in Computer Engineering or Computer Science or 5+ years equivalent experience in SaaS platform development. Business level of English or Japanese. Hands-on experience with AI/LLM tools (e.g., ChatGPT, GitHub Copilot, Gemini, CodeWhisperer, or similar) in professional software development.",,PayPayでは、決済システムのバックエンドエンジニアを募集しています。応募者は、Javaまたは他のプログラミング言語（Scala、Python、Go）での4年以上の経験、NoSQLデータベースや分散キャッシュの知識、データ構造やアルゴリズムの基礎理解が求められます。ビジネスレベルの英語または日本語能力とAIツールの実務経験も必要です。,バックエンドエンジニア,PayPayでは、顧客に最高の決済体験を提供するために、決済システムに取り組むバックエンドエンジニアを募集しています。,プロフェッショナルな環境でのJava使用経験が4年以上、またはJava以外のプログラミング言語（Scala、Python、Goなど）に優れたスキルを持つ方。必要に応じて他のコーディング言語を学ぶ意欲と能力があること。NoSQLデータベースや分散キャッシュの経験があること。データ構造、アルゴリズム、オブジェクト指向プログラミングの基礎がしっかりしていること。並行処理や分散コンピューティングについての深い理解があること。コンピュータ工学またはコンピュータサイエンスの学位、またはSaaSプラットフォーム開発における5年以上の同等の経験。ビジネスレベルの英語または日本語。プロフェッショナルなソフトウェア開発におけるAI/LLMツール（例：ChatGPT、GitHub Copilot、Gemini、CodeWhispererなど）の実務経験。,,Backend,Java|Scala|Python|Go,Yes,Hybrid,FullTime,Advanced,Yes,NoSQL|distributed cache|AI|LLM,91,"['Backendカテゴリ', 'AI関連', 'グローバル要素あり', 'ハイブリッド勤務', '技術スタック情報あり', '主要技術キーワードあり', '情報量が豊富']"
5686546004,paypay__5686546004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5686546004,事業戦略・事業企画 / リーダー候補,Hybrid,,,,事業戦略・事業企画のリーダー候補を募集しており、勤務地はハイブリッドです。具体的な仕事内容や応募要件は記載されていませんが、リーダーシップや戦略的思考が求められるポジションです。勤務条件についての詳細は不明です。,事業戦略・事業企画リーダー候補,,,,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5686555004,paypay__5686555004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5686555004,新規事業開発・サービス企画 / 部長候補,Hybrid,,,,新規事業開発・サービス企画の部長候補を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は詳細未記載です。応募を検討する際は、事業開発やサービス企画の経験が求められる可能性があります。,新規事業開発・サービス企画部長候補,,,,Product,,No,Hybrid,Unknown,Unknown,No,,20,"['Productカテゴリ', 'ハイブリッド勤務']"
5698854004,paypay__5698854004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5698854004,データ戦略推進企画担当,Hybrid,,,,データ戦略推進企画担当のポジションで、勤務地はハイブリッドです。具体的な仕事内容や応募要件は記載されていませんが、データ戦略に関する企画業務を担当します。勤務条件についての詳細は不明です。,データ戦略推進担当,データ戦略の立案と実行を担当し、ビジネスの成長を促進するためのデータ活用を推進します。,データ分析の経験、戦略的思考能力、コミュニケーションスキルが求められます。,フルタイム、リモート勤務可。,Data,,No,Hybrid,FullTime,Unknown,No,,32,"['Dataカテゴリ', 'ハイブリッド勤務']"
5704640004,paypay__5704640004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5704640004,業務変革・プロジェクト推進担当（AI活用推進）,Hybrid,,,,業務変革・プロジェクト推進担当（AI活用推進）のポジションで、勤務地はハイブリッドです。AIを活用した業務改善プロジェクトの推進が主な業務となります。応募要件や勤務条件は具体的に記載されていませんが、AI関連の知識やプロジェクト管理スキルが求められる可能性があります。,業務変革・プロジェクト推進担当,AIを活用した業務変革の推進やプロジェクトの管理を担当します。,関連する業務経験やプロジェクト管理のスキルが求められます。,勤務時間や勤務地については、詳細を面談時にお伝えします。,AI/ML,,Yes,Hybrid,Unknown,Unknown,No,,50,"['AI/MLカテゴリ', 'AI関連', 'ハイブリッド勤務']"
5704642004,paypay__5704642004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5704642004,次世代業務基盤の企画推進担当（AI活用推進）,Hybrid,,,,次世代業務基盤の企画推進担当として、AI活用の推進を行います。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。AIに関心があり、企画推進に携わりたい方に適したポジションです。,次世代業務基盤企画推進担当,次世代業務基盤の企画と推進を担当し、AIの活用を促進します。,関連分野の経験や知識が求められます。,勤務条件については面談時にお伝えします。,Product,,Yes,Hybrid,Unknown,Unknown,No,,35,"['Productカテゴリ', 'AI関連', 'ハイブリッド勤務']"
5725653004,paypay__5725653004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5725653004,経営企画担当（事業管理(FP&A)）/ リーダー候補,Hybrid,,,,経営企画担当（事業管理(FP&A)）のリーダー候補を募集しています。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。経営戦略の立案や実行に関与するポジションです。,経営企画担当（FP&A）リーダー候補,,,,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5729739004,paypay__5729739004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5729739004,金融事業企画（決済・クレジット領域）/ リーダー候補,Hybrid,,,,金融事業企画のリーダー候補を募集しており、決済やクレジット領域に関する企画業務を担当します。勤務地はハイブリッド勤務で、応募要件や勤務条件の詳細は記載されていません。興味のある方は、具体的な条件を確認の上応募してください。,金融事業企画リーダー候補,決済やクレジット領域における金融事業の企画を担当します。市場分析や戦略立案を行い、事業の成長を促進する役割を担います。,金融業界での経験があり、プロジェクトマネジメントスキルを持つ方。リーダーシップを発揮できる方を歓迎します。,フルタイム勤務。勤務地は東京で、リモートワークの可能性もあります。,Other,,No,Hybrid,FullTime,Intermediate,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5733829004,paypay__5733829004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5733829004,Product Manager / プロダクトマネージャー (New Bank Project),Hybrid,,,,新銀行プロジェクトのプロダクトマネージャーを募集しています。勤務地はハイブリッドで、応募要件や勤務条件は詳細未記載ですが、プロダクト管理の経験が求められます。興味のある方はぜひご応募ください。,プロダクトマネージャー (新銀行プロジェクト),,,,Product,,No,Hybrid,Unknown,Unknown,No,,20,"['Productカテゴリ', 'ハイブリッド勤務']"
5765333004,paypay__5765333004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5765333004,資産運用事業戦略企画（リーダー候補）,Hybrid,,,,資産運用事業戦略企画のリーダー候補を募集しています。勤務地はハイブリッドで、戦略的な企画業務を担当します。応募要件や勤務条件の詳細は不明ですが、リーダーシップが求められます。,資産運用事業戦略企画リーダー候補,,,,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5782672004,paypay__5782672004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5782672004,マーケティング推進（プロダクトマーケティング/CRM施策推進）,Hybrid,,,,マーケティング推進の職種で、プロダクトマーケティングやCRM施策の推進を担当します。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。応募を検討する際は、具体的な仕事内容や条件を確認することが重要です。,マーケティング推進,プロダクトマーケティングおよびCRM施策の推進に関する業務を担当します。,マーケティング関連の経験がある方。プロダクトマーケティングやCRMに関する知識があると尚良し。,詳細な勤務条件は面談時にお伝えします。,Product,,No,Hybrid,Unknown,Unknown,No,,20,"['Productカテゴリ', 'ハイブリッド勤務']"
5793219004,paypay__5793219004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5793219004,【AI Agent】Forward Deployed Engineer（社内DX・生産性革新担当）,Remote,,,,【職種名】AI AgentのForward Deployed Engineer（社内DX・生産性革新担当）を募集しています。勤務地はリモートで、業務内容や応募要件は詳細に記載されていませんが、生産性向上に寄与する役割です。応募を検討する際は、リモート勤務が可能な点を考慮してください。,AIエージェント・フォワードデプロイドエンジニア,社内のデジタルトランスフォーメーション（DX）や生産性向上に取り組むエンジニアを募集しています。AI技術を活用し、業務の効率化や革新を推進する役割を担います。,関連する技術や経験を持ち、AIやデジタル技術に対する理解がある方を求めています。,詳細な勤務条件については面談時にお知らせします。,AI/ML,,Yes,Remote,Unknown,Unknown,No,,55,"['AI/MLカテゴリ', 'AI関連', 'リモート勤務']"
5817540004,paypay__5817540004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5817540004,Senior Product Manager,Hybrid,,"Bachelor’s degree in a technology related field or at least 3yrs of technical experience. At Least 4 years of Product Management or an equivalent role Business level of English language (written, verbal)",,ハイブリッド勤務のシニアプロダクトマネージャーを募集しています。応募には、技術関連の学士号または3年以上の技術経験、4年以上のプロダクトマネジメント経験、ビジネスレベルの英語力が必要です。,シニアプロダクトマネージャー,,技術関連分野の学士号または少なくとも3年の技術経験。プロダクトマネジメントまたは同等の役割での4年以上の経験。ビジネスレベルの英語力（読み書き、会話）。,,Product,,No,Hybrid,FullTime,Intermediate,Yes,,40,"['Productカテゴリ', 'グローバル要素あり', 'ハイブリッド勤務', '最低限の情報あり']"
5818516004,paypay__5818516004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5818516004,データガバナンス推進,Hybrid,,,,データガバナンス推進の職種で、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、データ管理やガバナンスに関するスキルが求められる可能性があります。勤務条件についての詳細も不明です。,データガバナンス推進,,,,Data,,No,Hybrid,Unknown,Unknown,No,,32,"['Dataカテゴリ', 'ハイブリッド勤務']"
5818643004,paypay__5818643004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5818643004,セキュリティマネジメント（セキュリティ推進）,Hybrid,,,,セキュリティマネジメント（セキュリティ推進）のポジションで、勤務地はハイブリッドです。具体的な仕事内容や応募要件、勤務条件は記載されていませんが、セキュリティ関連の経験が求められる可能性があります。興味のある方は詳細を確認してください。,セキュリティマネジメント,セキュリティ推進に関する業務を担当します。,関連する資格や経験が求められます。,勤務条件については面談時にお知らせします。,Security,,No,Hybrid,Unknown,Unknown,No,,28,"['Securityカテゴリ', 'ハイブリッド勤務']"
5841546004,paypay__5841546004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5841546004,社内保健師,Hybrid,,,,社内保健師の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていません。勤務条件についての詳細も不明ですが、社内での健康管理に関わる職務です。,社内保健師,社内で従業員の健康管理や健康促進活動を行います。健康診断の実施や健康相談、メンタルヘルスのサポートなどを担当します。,保健師の資格を持ち、健康管理の経験がある方を歓迎します。コミュニケーション能力が高く、チームでの協力ができる方。,フルタイム勤務。勤務地は本社。福利厚生あり。,Other,,No,Hybrid,FullTime,Intermediate,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5841548004,paypay__5841548004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5841548004,ファンドソース管理業務担当,Hybrid,,,,ファンドソース管理業務担当の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、ファンド管理に関する業務を担当します。勤務条件についての詳細は不明です。,ファンドソース管理担当,ファンドソースの管理業務を担当し、資金の流れや投資先の情報を整理・分析します。チームと連携し、効率的な運用をサポートします。,ファイナンスまたは関連分野の学位、ファンド管理の経験がある方。分析力とコミュニケーション能力が求められます。,フルタイム勤務、オフィス勤務。給与は経験に応じて決定します。,Other,,No,Hybrid,FullTime,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5843011004,paypay__5843011004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5843011004,営業支援担当（インサイドセールス）,Hybrid,,,,営業支援担当（インサイドセールス）のポジションで、勤務地はハイブリッドです。応募要件や勤務条件についての詳細は記載されていませんが、営業支援に関心のある方に適しています。応募を検討する際は、具体的な仕事内容や要件を確認することをお勧めします。,営業支援担当（インサイドセールス）,営業チームをサポートし、顧客との関係を構築する役割です。リードの管理や商談の設定を行い、営業活動を円滑に進めるためのサポートを提供します。,営業経験がある方、コミュニケーション能力が高い方、チームでの協力ができる方を歓迎します。,フルタイム、リモート勤務可、給与は経験に応じて相談可能です。,Other,,No,Hybrid,FullTime,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5850462004,paypay__5850462004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5850462004,新規事業開発・サービス企画 / リーダー候補（加盟店事業）,Hybrid,,,,新規事業開発・サービス企画のリーダー候補を募集しており、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、加盟店事業に関連するポジションです。興味のある方は詳細を確認の上、応募を検討してください。,新規事業開発・サービス企画リーダー候補,,,,Product,,No,Hybrid,Unknown,Unknown,No,,20,"['Productカテゴリ', 'ハイブリッド勤務']"
5978607004,paypay__5978607004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5978607004,Webディレクター,Hybrid,,,,Webディレクターの求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていません。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。,Webディレクター,私たちのチームでは、Webサイトの企画、制作、運営を担当するWebディレクターを募集しています。プロジェクトの進行管理やクライアントとのコミュニケーションを通じて、魅力的なWebコンテンツを提供する役割を担います。,Webディレクションの経験がある方。HTML、CSS、JavaScriptの基本知識がある方。コミュニケーション能力が高く、チームでの協力ができる方。,フルタイム、リモート勤務可。給与は経験に応じて相談。,Other,HTML|CSS|JavaScript,No,Hybrid,FullTime,Intermediate,No,,21,"['Otherカテゴリ', 'ハイブリッド勤務', '技術スタック情報あり']"
